score,content,label,content_len,content_clean,content_token,cluster,tsne_x,tsne_y
2,비추 겉껍질이 싱싱한데 속은 바람 든것처럼 완전 구멍이 나있어서 푸석하니못먹을것같아요 완전실망이네요 ᆢ비추입니다,0,62,비추 겉껍질이 싱싱한데 속은 바람 든것처럼 완전 구멍이 나있어서 푸석하니못먹을것같아요 완전실망이네요 비추입니다,비추다 겉껍질 싱싱하다 속 바람 들다 완전 구멍 나다 푸석하다 먹다 같다 완전 실망 요 비추다 이다,3,-0.36730888,-1.51806
5,재구매 매번사먹습니다 사먹을때마다 만족해야,1,23,재구매 매번사먹습니다 사먹을때마다 만족해야,재다 매번 사먹다 사먹다 때 만족하다,3,-1.491693,1.7657096
2,저번에도 포장때문에 펌프가 2개가 나갔는데 이전에도 그렇네요 ㅠ,0,35,저번에도 포장때문에 펌프가 2개가 나갔는데 이전에도 그렇네요,저번 포장 때문 펌프 개 나가다 이전 그렇다,3,-1.0204679,-0.24940324
2,오자마자 작동해보는데 온열기능 안돼는거 같아요 불켜진게 열기능 킨거맞죠?? 감도안오네요 고장인건가;;,0,56,오자마자 작동해보는데 온열기능 안돼는거 같아요 불켜진게 열기능 킨거맞죠 감도안오네요 고장인건가,자마자 작동 해보다 기능 돼다 같다 불 켜지다 기능 킨거맞 감다 장인 건가,3,0.5030372,-0.42615062
2,다좋은데 마감이 살짝 ㅎ,0,13,다좋은데 마감이 살짝,좋다 마감 살짝,3,0.4367037,-0.16433503
5,배송빨랐어요 맛있겠네여 잘먹겠습니다,1,19,배송빨랐어요 맛있겠네여 잘먹겠습니다,배송 빨르다 맛있다 여 먹다,1,-2.1585155,2.5147462
5,이쁘고 튼튼합니당~~,1,11,이쁘고 튼튼합니당,이쁘다 튼튼하다,3,1.8116281,1.0143675
2,ㅠㅠ음...이거 수치가 계속 바뀌네요,0,20,음 이거 수치가 계속 바뀌네요,음 거 수치 계속 바뀌다,3,-0.90493506,0.6570964
2,디자인은 좋은듯하나 마무리가 성의없음 제품에비해 가격이 일괄적으로 비쌈 국내산아니라 ㅜㅜ,0,49,디자인은 좋은듯하나 마무리가 성의없음 제품에비해 가격이 일괄적으로 비쌈 국내산아니라,디자인 좋다 듯 마무리 성의 없다 제품 비다 가격 일괄 비싸다 국내 사다,3,1.0676677,1.0821224
1,2시간만에 뜯어졌어요ㅠ,0,12,2시간만에 뜯어졌어요,뜯다,3,0.18922338,-0.19520096
5,L로 구매했는데 싸이즈 좋네요~금액이 비싸긴 하지만 좋음 ^^ 굿굿,1,37,L로 구매했는데 싸이즈 좋네요 금액이 비싸긴 하지만 좋음 굿굿,로 구매 하다 싸이 좋다 금액 비싸다 좋다 굿굿,0,-0.59169817,1.4897984
5,화분에 걸으니까 크리스마스트리가따러 필요없네요:),1,27,화분에 걸으니까 크리스마스트리가따러 필요없네요,화분 걸다 크리스마스트리 따르다 필요없다,3,-0.013250886,0.10637515
5,향도 좋고 깔끔하게 잘 우려나와 티타임을 즐기고 있습니다 감사합니다,1,37,향도 좋고 깔끔하게 잘 우려나와 티타임을 즐기고 있습니다 감사합니다,향 좋다 깔끔하다 자다 우려 나오다 티타임 즐기다 있다 감사하다,3,1.3014553,1.9905891
2,기름기도 없고 퍽퍽해요,0,12,기름기도 없고 퍽퍽해요,기름기 없다 퍽퍽해,3,0.21702297,-0.06493033
5,아직 먹어보진 않았지만 배송도 빠르고 맛있을거 같아요,1,29,아직 먹어보진 않았지만 배송도 빠르고 맛있을거 같아요,먹다 보다 않다 배송 빠르다 맛있다 같다,2,0.44590914,3.5999033
1,불편해요 캡이 .. 떼고 입을수도 없구,0,21,불편해요 캡이 떼고 입을수도 없구,불편하다 캡 떼다 이다 없다,3,0.7747034,-0.252396
4,재구매 항상 잘 시켜먹고 있어요! 가격 대비 괜찮은 것 같아요,1,34,재구매 항상 잘 시켜먹고 있어요 가격 대비 괜찮은 것 같아요,재다 항상 자다 시키다 먹다 있다 가격 대비 괜찮다 것 같다,1,1.3985634,1.2765898
2,제품은 좋네요 하지만 딸려온 팬티는 누구입으라는건지 선물받고도 화가나네요.사이즈가 아누리 프리이지만 울딸도 못입네요,0,64,제품은 좋네요 하지만 딸려온 팬티는 누구입으라는건지 선물받고도 화가나네요 사이즈가 아누리 프리이지만 울딸도 못입네요,제품 좋다 딸리다 온 팬티 누구 입다 늘다 선물 받다 화가 나다 사이즈 아누 리 프리 딸도 입다,3,0.5309247,-0.1129746
5,남 여 구분 좋어요,1,10,남 여 구분 좋어요,남 여 구분 좋다,3,1.527928,2.577793
1,어이없습니다.수세미마다 상태가 다를수있다는것은 충분히 이해하고 있지만 이정도로 올거면 이름을 명태포수세미로 바꾸세요^^,0,66,어이없습니다 수세미마다 상태가 다를수있다는것은 충분히 이해하고 있지만 이정도로 올거면 이름을 명태포수세미로 바꾸세요,어이없다 수세미 상태 다르다 충분하다 이해 있다 정도 오다 이름 명태 포수 미로 바꾸다,3,-0.8876107,-1.4266262
2,거래업체 결혼식에 보내는 것이었는데 예식시간전에 도착했는지 사진이나 연락이 없어 확인할 길이 없었습니다. 다음날이 되어서야 화환사진을 받았구요.,0,80,거래업체 결혼식에 보내는 것이었는데 예식시간전에 도착했는지 사진이나 연락이 없어 확인할 길이 없었습니다 다음날이 되어서야 화환사진을 받았구요,거래 업체 결혼식 보내다 것 이다 예식 간전 도착 하다 사진 연락 없다 확인 하다 길이 없다 다음 날 되어다 화환 사진 받다,0,-0.27997637,0.017725471
2,터져서와서 별 2개드립니다.,0,15,터져서와서 별 2개드립니다,터지다 오다 별 개드립 니,3,-2.1189067,-1.869534
5,잘 갈립니다. 다만 다지기가 없는 모델인줄 몰랐어요ㅠ,1,29,잘 갈립니다 다만 다지기가 없는 모델인줄 몰랐어요,자다 갈리다 다만 지기 없다 모델 줄 모르다,3,2.6636803,-0.47396564
5,신선하고 단백하고 많이 짜지 않아 좋아요~^^,1,25,신선하고 단백하고 많이 짜지 않아 좋아요,신선하다 단백 짜지다 않다 좋다,3,3.7005806,0.11898802
2,과일주기가 힘들어서 퓨레시켯는데 아기가 잘안먹네요 ㅠㅠ워낙잘먹는아기라 잘먹을줄알앗는데 이건 안먹네요 ㅜㅜ,0,58,과일주기가 힘들어서 퓨레시켯는데 아기가 잘안먹네요 워낙잘먹는아기라 잘먹을줄알앗는데 이건 안먹네요,과일 주기 힘들다 퓨레시켯는데 아기 먹다 워낙 자다 먹다 아기 먹다 알다 것 먹다,1,-2.5644772,-0.23877181
1,"얼리고 쓴 지 반나절 만에 실 다 풀리고, 다른 하나는 다 터지네요. 정말 별로에요",0,46,얼리고 쓴 지 반나절 만에 실 다 풀리고 다른 하나는 다 터지네요 정말 별로에요,얼리다 쓸다 지다 반나절 실 풀리다 다른 하나 터지다 정말 별로,3,0.24339394,-2.2220259
5,접시로 사용하고 있는데 좋네요,1,16,접시로 사용하고 있는데 좋네요,접시 사용 있다 좋다,3,0.7325633,1.0023183
1,급하게 신고 나갈 일이 생겨서 일부러 오늘출발인 상품을 주문한 건데 여러모로 하자 많은 상품이 와서 굉장히 실망했습니다 당장 신어야 하니 교환할 수도 없었고...난감했네요...아무튼 다시 재구매 할 것 같지는 않네요,0,120,급하게 신고 나갈 일이 생겨서 일부러 오늘출발인 상품을 주문한 건데 여러모로 하자 많은 상품이 와서 굉장히 실망했습니다 당장 신어야 하니 교환할 수도 없었고 난감했네요 아무튼 다시 재구매 할 것 같지는 않네요,급하다 신고 나가다 생기다 일부러 오늘 출발 상품 주문 거 모로 하자 많다 상품 오다 굉장하다 실망하다 당장 신어 하니 교환 하다 수도 없다 난감하다 다시 재다 하다 것 같다 않다,0,-0.48073968,-0.07839473
5,재구매 급여하기 좋은 사이즈고 기호성이 아주 좋아요 매번 잘먹어요,1,36,재구매 급여하기 좋은 사이즈고 기호성이 아주 좋아요 매번 잘먹어요,재다 급여 하다 좋다 사이즈 기호 아주 좋다 매번 먹다,1,0.710515,2.2060146
4,출장을 다닐때 약을 챙겨다니기가 번거러웠는데 미니약통으로 정리를 하니 부피가 확 줄었어요. 깊이도 있어서 생각보다 많이 담을수 있네요.,1,75,출장을 다닐때 약을 챙겨다니기가 번거러웠는데 미니약통으로 정리를 하니 부피가 확 줄었어요 깊이도 있어서 생각보다 많이 담을수 있네요,출장 다니다 때 약 챙기다 기 번거러웠는데 미니 통 정리 하니 부피 확 줄다 깊이 있다 생각 담다 있다,3,0.28813875,0.27564597
5,배송빨라요 포장도 잘되어있고 잘쓸게요,1,20,배송빨라요 포장도 잘되어있고 잘쓸게요,배송 빨르다 포장 되어다 잘쓰다,3,-2.0703795,2.684271
1,너무귀걸이가 안이뻐요 글고 너무작아요 사진이랑너무틀려요 제가잘못클릭했어요 반품처리해주세요,0,49,너무귀걸이가 안이뻐요 글고 너무작아요 사진이랑너무틀려요 제가잘못클릭했어요 반품처리해주세요,귀걸이 이쁘다 글 작다 사진 틀리다 제 잘못 클릭 하다 반품 처리 해주다,3,0.26813537,-0.08148941
2,앞 부분 긁힌 제품이 옴...반품 하기 귀찮아서 걍 씀,0,30,앞 부분 긁힌 제품이 옴 반품 하기 귀찮아서 걍 씀,앞 부분 긁힌 제품 옴 반품 하다 귀찮다 쓰다,0,-0.26759103,-0.6409757
1,구멍나서 왔어요 불량인 것 같은데 그냥 버렸어요 다리 길이도 짧아서 가랑이가 떠요,0,45,구멍나서 왔어요 불량인 것 같은데 그냥 버렸어요 다리 길이도 짧아서 가랑이가 떠요,구멍 나서다 오다 불량 것 같다 그냥 버리다 다리 길이 짧다 가랑이 뜨다,3,0.41827163,-0.8109666
4,필터 넣을수 있나해서 뜯었는데 필터는 그냥 마스크 앞에 두고 하면 입에 바로 면마스크가 안닿아서 좋아요,1,57,필터 넣을수 있나해서 뜯었는데 필터는 그냥 마스크 앞에 두고 하면 입에 바로 면마스크가 안닿아서 좋아요,필터 넣다 있다 하다 뜯다 필터 그냥 마스크 앞 두다 하다 입 바로 면 마스크 닿다 좋다,0,0.24761198,0.0478579
2,생각보다 뻑뻑 하내요. 로션바르고 쓰려구요,0,23,생각보다 뻑뻑 하내요 로션바르고 쓰려구요,생각 뻑뻑 하내 로션 바르다 쓰리다,3,1.4910871,-0.40445665
2,배송 빠르고 좋아요 단. 모자가 안와서 좀 서운하네요 ㅠ,0,31,배송 빠르고 좋아요 단 모자가 안와서 좀 서운하네요,배송 빠르다 좋다 단 모자 오다 좀 서운하다,2,-0.19111444,3.578423
1,배송 빠르다는데 엄청 느렸어요 제품은 뭐 제기능 하니깐 그러려니 하는데 집하라고 되어있고 삼일째 계속 집하중이었던거 보면 송장만 빼놓고 보내진 않았던듯 싶어요 배송 빠르다고해서 주문했는데 여행 이미 떠났는데 왔더라구요 반품하기 귀찮아서 그냥 쓸게요,0,138,배송 빠르다는데 엄청 느렸어요 제품은 뭐 제기능 하니깐 그러려니 하는데 집하라고 되어있고 삼일째 계속 집하중이었던거 보면 송장만 빼놓고 보내진 않았던듯 싶어요 배송 빠르다고해서 주문했는데 여행 이미 떠났는데 왔더라구요 반품하기 귀찮아서 그냥 쓸게요,배송 빠르다 느리다 제품 뭐 기능 하 그렇다 하다 지다 되어다 삼일 계속 집 하중 이다 보다 송장 빼놓다 보내다 않다 싶다 배송 빠르다 하다 주문 하다 여행 떠나다 오다 반품 하다 귀찮다 그냥 쓸다,2,-0.3926714,-0.33872768
1,가성비가 좋나 의문이 듭니다.,0,16,가성비가 좋나 의문이 듭니다,가성 비 좋다 의문 듭니,3,-1.0928991,2.3793504
2,기호도 테스트중인데 이건 아예 냄새만 맡고 입도 안대네요ㅋㅋ 워낙 입맛이 까다로운 녀석이라 젤리같은 제형인데 그냥도 줘보고 으깨서도 줘보고 물 섞어서도 줘봤는데.. 우리집 고양이는 입도 안대요ㅠ,0,108,기호도 테스트중인데 이건 아예 냄새만 맡고 입도 안대네요 워낙 입맛이 까다로운 녀석이라 젤리같은 제형인데 그냥도 줘보고 으깨서도 줘보고 물 섞어서도 줘봤는데 우리집 고양이는 입도 안대요,기호 테스트 것 아예 냄새 맡다 입도 안대 워낙 입맛 까다롭다 녀석 젤리 같다 형 그냥 주다 보고 깨다 주다 보고 물 섞다 주다 보다 우리 집 고양이 입도 안대,3,-0.76880676,-0.89801383
2,실밥이 너저분하게 달려있고 차단효과도 별로에요.,0,26,실밥이 너저분하게 달려있고 차단효과도 별로에요,실밥 너저분하다 달다 차단효 별로,3,0.35039818,-2.5668926
1,뭔가 묽어진거같아요,0,10,뭔가 묽어진거같아요,뭔가 묽다 같다,3,1.8262535,-0.9147921
5,역시3m입니다,1,7,역시3m입니다,역시 이다,3,0.8461292,2.1039696
5,재구매 전자렌지에 데우는것 이외에도 냉채로 먹어도 맛있어요. 여러가지 채소랑 겨자소스 넣으면 요리가 됩니다.,1,60,재구매 전자렌지에 데우는것 이외에도 냉채로 먹어도 맛있어요 여러가지 채소랑 겨자소스 넣으면 요리가 됩니다,재다 전자렌지 데우다 이외 냉채 먹다 맛있다 여러가지 채소 겨자 소스 넣다 요리 되다,1,-1.9265095,0.32846153
2,스크레치 난 제품 보냄,0,12,스크레치 난 제품 보냄,스크레치 난 제품 보내다,3,-0.8196553,-0.07860212
1,포장을 뜯자마자 실이 풀려요. 하루도 못 가네요. 실풀리면 그냥 나무 젓가락 입니다. 주위에 산다는 분 있으면 극구 말리고 싶네요.,0,73,포장을 뜯자마자 실이 풀려요 하루도 못 가네요 실풀리면 그냥 나무 젓가락 입니다 주위에 산다는 분 있으면 극구 말리고 싶네요,포장 뜯다 실 풀다 하루 못 가다 실 풀리다 그냥 나무 젓가락 이다 주위 산다 분 있다 극구 말리 싶다,3,0.2893791,-0.71693575
5,그래 다같이 아끼면서 잘 지내자,1,17,그래 다같이 아끼면서 잘 지내자,그렇다 다 아끼다 자다 지내다,3,-0.63540584,-2.8051198
2,서랍이 자꾸 아래로 주저앉네요 ㅠ 이번 뽑기는 실패인가봅니다,0,33,서랍이 자꾸 아래로 주저앉네요 이번 뽑기는 실패인가봅니다,서랍 자꾸 아래 주저앉다 이번 뽑기 실패 보다,3,0.5826819,-0.29988885
5,굿 선물받아 사용해보고 주문했어요~왠지 빨간색이 더 맘이가서 148로 주문했는데 ..찐하긴하네요~적게 바르면 되니깐,1,64,굿 선물받아 사용해보고 주문했어요 왠지 빨간색이 더 맘이가서 148로 주문했는데 찐하긴하네요 적게 바르면 되니깐,굿 선물 받다 사용 해보다 주문 하다 빨간색 더 맘 가다 로 주문 하다 찌다 하다 적다 바르다 되다,0,-0.23412041,0.2400678
4,호ㅗㅗ노ㅓㅇㅇ ㅜㅜ타ㅏ나아야아야야 아아아아어ㅏㄹ ㅓ어어나아ㅑㄴ 아야아차어어ㅐ재자투처ㅑ나우챠ㅑ애아루어ㅑ잗댇,1,58,호 노 타 나아야아야야 아아아아어 어어나아 아야아차어어 재자투처 나우챠 애아루어 잗댇,호 노 타 나다 아아 어 어어 재다 투처 나우 챠 애 루 잗댇,3,-2.5061946,-1.8502316
2,몇번 사용 하지 않았는데..음식들이 달라 붙어요ㅜㅜ 부침개..볶음밥등.계란후라이등.. 두달정도 사용했는데..바꿔야할듯이예요 광고와 다르네요ㅜㅜ,0,79,몇번 사용 하지 않았는데 음식들이 달라 붙어요 부침개 볶음밥등 계란후라이등 두달정도 사용했는데 바꿔야할듯이예요 광고와 다르네요,몇번 사용 하다 않다 음식 달라 붙다 부침개 볶음밥 등 계란후라이 등 달 정도 사용 하다 바꾸다 야하다 듯이 광고 다르다,0,0.596556,0.31206942
5,다하면재구매하러또올께요,1,12,다하면재구매하러또올께요,하다 재다 하다 또 오다,0,-1.5402966,0.9557532
1,털이 엄~~~~~~~청 빠져요. 패드는 다시 구입해야 할것 같네요. 청소기 돌리면 하얀털이..ㅠㅠ,0,54,털이 엄 청 빠져요 패드는 다시 구입해야 할것 같네요 청소기 돌리면 하얀털이,털 엄 청 빠지다 패드 다시 구입 하다 하다 같다 청소기 돌리다 하얗다 털,0,0.21900491,0.23365287
2,믿고 사는 브랜드인데 점보롤은 품질이 별로네요. 많이 뻣뻣해요...완전 실망입니다..,0,47,믿고 사는 브랜드인데 점보롤은 품질이 별로네요 많이 뻣뻣해요 완전 실망입니다,믿다 살다 브랜드 점보롤 품질 별로 뻣뻣하다 완전 실망 이다,3,0.21186729,-2.1734838
1,전분명. 화이트한개랑 실버를시켯는데요 실버로만2개왔어요 ㅡㅅㅡ 상품다뜯고난뒤확인해서 귀찮아서 그냥쓰렵니다,0,58,전분명 화이트한개랑 실버를시켯는데요 실버로만2개왔어요 상품다뜯고난뒤확인해서 귀찮아서 그냥쓰렵니다,전분 화이트 개 실버 켯 늘다 실버 로만 개 오다 상품 뜯다 뒤 확인 하다 귀찮다 쓰렵,0,-0.28356454,-0.2514038
5,사이즈가 좀 작네요~~,1,12,사이즈가 좀 작네요,사이즈 좀 작다,3,1.8395026,-1.7150977
1,ㅜㅜ2번만에 고장났어요,0,12,2번만에 고장났어요,번만 고장 나다,3,-0.8341644,-1.7943704
2,6봉중 2봉초록과자가12개월용으로왔네요,0,21,6봉중 2봉초록과자가12개월용으로왔네요,봉 봉 초록 과자 개월용 오다,3,-1.4803271,-1.2069625
1,솔직하게말씀드리면..이가격만생각하면 쓸만한데 두번살마음은없고 한번쓰고 버렷습니다..,0,46,솔직하게말씀드리면 이가격만생각하면 쓸만한데 두번살마음은없고 한번쓰고 버렷습니다,솔직하다 말씀드리다 가격 생각 쓸다 말다 번살 마음 없다 한번 쓰다 버리다,3,0.960446,-2.4810767
2,바닥부분이 고정된 판이 없고 조각으로 어설프게 되어있네요ㅡ,0,32,바닥부분이 고정된 판이 없고 조각으로 어설프게 되어있네요,바닥 부분 고정 되다 판이 없다 조각 어설프다 되어다,3,0.45881724,-0.6578971
2,폭이좁아 불편하고 재질도 싼티남. 싼거니까 당연한건가요.,0,31,폭이좁아 불편하고 재질도 싼티남 싼거니까 당연한건가요,폭 좁다 불편하다 재질 싸다 티남 싸다 당연하다 가요,3,0.83148026,-0.38904446
5,자취생이라면 하나쯤이 잇어야죠 마음이 놓이네요,1,25,자취생이라면 하나쯤이 잇어야죠 마음이 놓이네요,자취 생 라면 하나 잇다 마음 놓이다,3,3.188819,0.64978456
5,유산균 한 번 먹이니 못 끊겠더라구요. 소량씩 판매하는게 마음에 안들었는데 60포 보여서 바로 샀구요 만족합니다ㅠㅠ,1,64,유산균 한 번 먹이니 못 끊겠더라구요 소량씩 판매하는게 마음에 안들었는데 60포 보여서 바로 샀구요 만족합니다,유산균 하다 번 먹이다 못 끊다 소량 판매 하다 마음 들다 포 보 바로 사다 만족하다,0,3.2677941,1.194725
5,재구매 세개 구매했는데 다 좋아요ㅔ,1,19,재구매 세개 구매했는데 다 좋아요,재다 개 구매 하다 좋다,0,-0.34745115,1.7076452
1,아직 미사용 배송 엄청느림,0,14,아직 미사용 배송 엄청느림,미사 용 배송 느리다,3,-1.3628978,-2.3246725
5,재구매 의사 있습니두,1,11,재구매 의사 있습니두,재다 의사 있다 습,3,-2.3695292,2.2524292
2,재구매 좋아서 재구매 했어요,0,15,재구매 좋아서 재구매 했어요,재다 좋다 재다 하다,0,-1.9978844,1.5593591
1,물이 틈새로 누수되어서 안쓰고 있어요. 안까워서 꽉 조여서 써보려고 했지만 얼굴이 아파서 포기 돈 날렸어요..,0,61,물이 틈새로 누수되어서 안쓰고 있어요 안까워서 꽉 조여서 써보려고 했지만 얼굴이 아파서 포기 돈 날렸어요,물이 틈새 누수 되어다 쓰다 있다 알다 워 꽉 조여 써다 보다 하다 얼굴 아프다 포기 돈 날리다,3,2.292462,-0.11302342
2,생각보단 양이 적은 듯.. 양을 생각하면 다른 제품이 나을듯 싶어요,0,37,생각보단 양이 적은 듯 양을 생각하면 다른 제품이 나을듯 싶어요,생각 양 적다 듯 양 생각 하다 다른 제품 나다 싶다,0,0.9571509,-0.48153764
5,쌀가루를 처음 써보는거라 걱정햇는데 잘먹더라구요 ㅎㅎ,1,29,쌀가루를 처음 써보는거라 걱정햇는데 잘먹더라구요,쌀 가루 처음 써다 보다 걱정 햇 늘다 먹다,1,2.365275,-0.19943509
2,연그레이 색감이 괜찮네요. 근데 고무줄이 너무 헐거워요. 짱짱했음 더 좋았을텐데...,0,47,연그레이 색감이 괜찮네요 근데 고무줄이 너무 헐거워요 짱짱했음 더 좋았을텐데,그레이 색감 괜찮다 고무줄 헐겁다 짱짱하다 더 좋다,3,0.9586976,0.6365069
5,디자인도 이쁘고 활용도가 높아거 좋아요~,1,22,디자인도 이쁘고 활용도가 높아거 좋아요,디자인 이쁘다 활 용도 높다 좋다,3,2.285863,1.5158129
4,재구매 자주 애용하고 있어요.,1,16,재구매 자주 애용하고 있어요,재다 자주 애용 있다,3,-2.059985,1.033046
2,폴딩5단선반을주문햇어야햇는데 반품하기가 어렵다하니 울며겨자먹기로 그냥쓰려구요,0,42,폴딩5단선반을주문햇어야햇는데 반품하기가 어렵다하니 울며겨자먹기로 그냥쓰려구요,폴딩 선반 주문 하다 햇 늘다 반품 하다 어렵다 울다 겨자 먹기 그냥 쓰리다,0,-0.25627407,-0.3237816
2,"마감아쉬워요.,가격대비 넘실망요",0,17,마감아쉬워요 가격대비 넘실망요,마감 아쉽다 가격 대비 넘다 실망,3,1.1887566,-2.29878
4,양도많구 향도좋구 가격대기 넘좋네요.,1,20,양도많구 향도좋구 가격대기 넘좋네요,양도 많다 향 좋다 가격 대기 넘다 좋다,3,-0.6082833,0.5074123
5,너무마음에들었어요 :),1,12,너무마음에들었어요,마음 들다,3,3.4725976,1.2954731
1,"모자 밑부분 색상이 제품색상과 동일하다고 했는데, 다르네요.",0,33,모자 밑부분 색상이 제품색상과 동일하다고 했는데 다르네요,모자 밑 부분 색상 제품 색상 동일하다 하다 다르다,0,0.36129546,-0.061854243
5,잘 쓰고 있어요. 물건 수납엔 네오박스예요.,1,24,잘 쓰고 있어요 물건 수납엔 네오박스예요,자다 쓰다 있다 물건 수납 박스,3,-0.3379287,1.5703655
5,좋아요! 주변에 튀지않고 깔끔하게 쓸 수 있어요^^,1,28,좋아요 주변에 튀지않고 깔끔하게 쓸 수 있어요,좋다 주변 튀다 않다 깔끔하다 쓸다 수 있다,3,1.4923595,1.017796
2,출국할때 수령하는곳과 반납하는곳이 한곳이리서 입국했을때 다시 올라가서 반납해야해서 불편했고 기계가 노후되서 그런지 배터리가 엄청 빨리 소진되더라구요.,0,83,출국할때 수령하는곳과 반납하는곳이 한곳이리서 입국했을때 다시 올라가서 반납해야해서 불편했고 기계가 노후되서 그런지 배터리가 엄청 빨리 소진되더라구요,출국 하다 때 수령 하다 곳 반납 하다 곳 곳 리 입국 하다 때 다시 올라가다 반납 하다 하다 불편하다 기계 노후 되다 그렇다 배터리 소진 되다,0,0.37501138,-0.1207127
4,미사용중 좋겠거니생각합니다,1,14,미사용중 좋겠거니생각합니다,밉다 사용 좋다 생각 하다,0,1.380297,0.2078041
2,저는 오리지널인줄 알았는데 리뉴얼 제품이왔네요;;,0,27,저는 오리지널인줄 알았는데 리뉴얼 제품이왔네요,저 리지 널다 알다 리뉴얼 제품 오다,3,-0.97361267,-1.3488328
1,계속 둬도 주름이 안펴지네요. 암막제품은 거의 회색빛이네요. 암막이 아닌것은 흰색인데 때가 잘타서 빨면 UV치단이 유지될지..,0,70,계속 둬도 주름이 안펴지네요 암막제품은 거의 회색빛이네요 암막이 아닌것은 흰색인데 때가 잘타서 빨면 UV치단이 유지될지,계속 두다 주름 펴다 막 제품 거의 회색 빛 요 막 아니다 흰색 때 타다 빨 치다 유지 되다,3,0.13877909,-0.05496835
5,잘 사용할 것 같아서 만족해요,1,16,잘 사용할 것 같아서 만족해요,자다 사용 하다 것 같다 만족하다,0,0.7055519,0.6282441
5,세면대물이잘안내려가서 반통부은 다음에 3시간후물내리니까 콸콸잘내려가요 ㅎ ㅎ,1,42,세면대물이잘안내려가서 반통부은 다음에 3시간후물내리니까 콸콸잘내려가요,세면대 물이 잘알다 내려가다 통 부다 다음 콸콸 내려가다,3,-0.092506655,-0.03008481
2,튼튼하고 보기 좋네요.,0,12,튼튼하고 보기 좋네요,튼튼하다 보기 좋다,3,1.4701455,1.13079
1,냄새 개심함 진짜 심해요,0,13,냄새 개심함 진짜 심해요,냄새 개심 함 진짜 심해,3,3.4311175,0.07593662
1,"저는 바로다음날 모공에 염증이 작게 두개 생겼네요ㅠ 마스크직후에는 굉장히 만족했는데, 어떤성분 하나가 저랑 안맞앗던거 같아요ㅠ아쉬워요",0,74,저는 바로다음날 모공에 염증이 작게 두개 생겼네요 마스크직후에는 굉장히 만족했는데 어떤성분 하나가 저랑 안맞앗던거 같아요 아쉬워요,저 바로다 음날 모공 염증 작다 개 생기다 마스크 직후 굉장하다 만족하다 성분 하나 저 맞다 같다 아쉽다,3,1.8467388,-2.1597993
4,배송빠르고 품질 좋습니다 사업번창하세요~~,1,23,배송빠르고 품질 좋습니다 사업번창하세요,배송 빠르다 품질 좋다 사업 번창 하다,2,-0.61784434,3.4598908
4,졍말좋아요 만족합니다,1,11,졍말좋아요 만족합니다,졍말좋아 만족하다,3,-1.1221172,1.9682966
5,재구매 배송 빠르고 입히기 편해요. 늘 사용합니다.,1,28,재구매 배송 빠르고 입히기 편해요 늘 사용합니다,재다 배송 빠르다 입히다 편하다 늘 사용 하다,2,-0.121014096,2.808629
2,니퍼의 칼날이 얇고 날카롭지 않고 두껍고 날카로워서 이걸로 큐티클 정리하면 나 같은 똥손은 손 엉망됨ㅠㅠ,0,58,니퍼의 칼날이 얇고 날카롭지 않고 두껍고 날카로워서 이걸로 큐티클 정리하면 나 같은 똥손은 손 엉망됨,니퍼 칼날 얇다 날카롭다 않다 두껍다 날카롭다 것 큐티클 정리 하다 나 같다 똥손 손 엉망 되다,3,0.6551142,-0.04816032
4,화사하면서도 깔끔한 느낌으로 예뻐요~,1,20,화사하면서도 깔끔한 느낌으로 예뻐요,화사하다 깔끔하다 느낌 예쁘다,3,1.9282955,0.7199816
1,같이 일하시는 분이 구매 해달라고 해서 같이 산건데 좀 작습니다.,0,36,같이 일하시는 분이 구매 해달라고 해서 같이 산건데 좀 작습니다,일 하다 분 구매 해달라다 하다 사다 좀 작다,0,1.5182458,-0.8613156
5,가격도 착하고 배송도 빠르고 가벼워좋아요,1,22,가격도 착하고 배송도 빠르고 가벼워좋아요,가격 착하다 배송 빠르다 가볍다 좋다,2,0.45357493,3.3278203
2,찍힌 자국 찍힌 자국이 지퍼라인 근처 없는데가 없네요 한두군데가 아니에요 화납니다 급해서 구매확정합니다,0,57,찍힌 자국 찍힌 자국이 지퍼라인 근처 없는데가 없네요 한두군데가 아니에요 화납니다 급해서 구매확정합니다,찍히다 자국 찍히다 자국 지퍼 라인 근처 없다 없다 군데 아니다 화나다 급하다 확정 하다,3,-0.27225402,-0.4163483
2,"뭐죵? 하루만에 구멍은? 질은 나빠보이질않았는데, 반나절도 안신고 왔는데, 엄마 구멍 났어요~~~ 하고보니, 바닥 부분으로 구멍이ㅜㅜ. 그렇게 얇은것도 아닌데말이죠ㅜㅜ",0,93,뭐죵 하루만에 구멍은 질은 나빠보이질않았는데 반나절도 안신고 왔는데 엄마 구멍 났어요 하고보니 바닥 부분으로 구멍이 그렇게 얇은것도 아닌데말이죠,뭐죵 하루 구멍 질 나쁘다 보이다 않다 반나절 신다 오다 엄마 구멍 나다 하다 보다 바닥 부분 구멍 얇다 아니다,3,1.0138583,-0.9638124
5,붙여놓으니까 깔끔하고 이뻐용,1,15,붙여놓으니까 깔끔하고 이뻐용,붙이다 깔끔하다 이쁘다,3,2.6340806,1.053674
