content,score,label,cluster,tsne_x,tsne_y,실제감성,군집명
또 사야될듯~ 잉크가 너무 빨리 달아지네요~,2,0,3,0.41107884,0.08478964,부정,일반감성형
떨어지지 않고 잘 붙어있고 분위기도 은은해서 좋아요.,4,1,3,0.62017757,0.8501627,긍정,일반감성형
시원한여름이불입니다,5,1,3,1.403223,0.98520523,긍정,일반감성형
3개월 아기 손을 계속 빨아서 샀는데 좀 큰 감이 있어서 잘 못 잡네요;; 좀 익숙해질 필요가 있는거 같아요.,4,1,3,2.3211806,0.36017224,긍정,일반감성형
재구매 러쉬 좋아하는데 골든페어는 좀 별로네요. 약간 뭔가 한약같은 냄새도 나고 달달한 배 향기가 아니라 인위적이예요.. 쓰긴 쓰지만 재구매는 안할 향기,2,0,3,-0.14766224,-1.1602601,부정,일반감성형
좋아서 다른 색도 살꺼에용옹,5,1,3,-0.87710047,0.4424087,긍정,일반감성형
기다린만큼의 만족감을 얻었습니다 감사합니다,5,1,3,-0.025711514,1.7004784,긍정,일반감성형
색도 이쁘고 기장이 조금 짧지만 괜찮인요,5,1,3,2.06161,-1.1226504,긍정,일반감성형
배송이 끝내 주네요,2,0,3,-1.5928342,3.3403246,부정,일반감성형
글짜 칠이 많이 깍였네요,1,0,3,-1.5951498,-1.4090099,부정,일반감성형
퀸 밴드 지퍼형 퀸사이즈 밴드형 지퍼형샀는데 지퍼는 매트릭스 전체를 다 싸야해서 불편한것같구요 흡수가 되는거보니. 방수가 잘되는것같지않아요 ㅠㅠ,2,0,3,1.0017526,-0.41883576,부정,일반감성형
"재구매 화면에 보이는 색깔과 같아요 빠른 배송에 좋은 가격, 얇고 쫀쫀하고 입기 편합니다.",4,1,2,0.020416318,2.1070592,긍정,배송중심
완즨 좋아요 생각보다 너무 좋더라고요 강추합니다,4,1,3,2.004047,2.476083,긍정,일반감성형
한번 행궈 입으려고 했더니 검은 천 조각들이 너무 많이 나와요 ㅠ,2,0,0,0.75926936,-0.5681552,부정,제품후기형
수화부를 보호하기위해 스티커를 붙인다음 진행했습니다 그런데 접착제가 수화부를 막은 스티커에 같이 붙어서 스티커제거시 강화유리와 같이붙어 떨어져지고 강화유리위로올라와 굳었습니다 보호스티커가 보호가 안되네요.,1,0,3,0.5441213,-1.3957373,부정,일반감성형
아기 이유식 그릇 닦으려고 샀는데 너무 귀여워요,5,1,3,0.9453502,1.3033432,긍정,일반감성형
이전에 먹고 만족해서 재구매합니다,5,1,1,-1.9213641,1.5150152,긍정,식품카테고리
재구매 임신 중이여서 꾸준하게 먹고 있어요.,5,1,1,-2.9067929,0.05373458,긍정,식품카테고리
다른건 마음에 드는데 몇홀안될았는데 바지가터짐,2,0,3,3.456976,1.2548499,부정,일반감성형
배송도 좋고 유통기간도 넉넉하고 기존 사료에 섞어주니 잘 먹어요. 바삭소리가 즐겁게 느껴지네요.사료가 낱개 포장으로 되어 있지 않아서 작은통에 담아서 주고 있어요.,5,1,1,-2.039189,-0.4551291,긍정,식품카테고리
이거절대 사지마세요.. 2시간만에 망가짐,1,0,3,-1.7927628,-3.0563648,부정,일반감성형
재구매 좋아요. 잘사용할께요.,4,1,3,-1.6319425,1.396961,긍정,일반감성형
봄맞이 기분 나네요~,5,1,3,-0.803278,-1.6966572,긍정,일반감성형
초고속 충전이 안 되네요.,1,0,3,-0.24649613,-1.9373349,부정,일반감성형
맑고고운소리!!! 엄청 잘들리고 좋습니다 .설치도 쉽구요,5,1,3,0.4204781,-3.246552,긍정,일반감성형
빠르고 좋아요! 믿고 하십시오,5,1,2,-0.1619837,3.4130306,긍정,배송중심
리뷰 믿을게 못됩니다. 몇번 사용 하지도 않았는데 휴대폰 거치하자 힘 없어서 툭 떨어집니다 돌려서 고정하는 곳도 헛돌아 고정력도 떨러집니다. 한달리뷰 안쓰는데 얼마나 별로면 여기까지 찾아와서 불편함을 토로하겠어요,1,0,0,0.41349187,0.06981979,부정,제품후기형
"딱 원하던 크기예요~ 부피 큰 겨울옷 패딩, 코트류 한번에 정리했어요! 기본 포함된 바퀴 끼우니까 옮기기도 좋아서 큰 수납함 찾는 분들께 좋은 상품이라고 생각해요~",5,1,0,1.3670377,0.07583328,긍정,제품후기형
잘받긴했으나ㅡ 쌀은 맛있네요ㅡ배송업체가 문제ㅡ경비실앞에 할을 두고 가시길래 지금까지 기다리다 내려왔는데 왜집에 올라오시지도 않고 경비실에 두고 가냐고 했더니 ㅡ비가와서 그런다고 하면서ㅡ헐~~쌩하니 가버리는 황당한 상황ㅡㅡ안성쌀 안시킬려구요,2,0,0,0.13893972,0.017879665,부정,제품후기형
자주 애용 해도 되겠어요!!^^^,5,1,3,-1.7348005,0.93395805,긍정,일반감성형
기모는 편하다고 합니다.,4,1,0,1.4300151,1.129435,긍정,제품후기형
온도조절 타이머까지 완전 좋습니다. 가성비값,5,1,3,-0.5077589,2.0201695,긍정,일반감성형
이상하게 일주일이 지나도 안먹고 그대로 있네요 왜 그런거죠?,2,0,1,-0.88363856,-0.5985114,부정,식품카테고리
그냥 막 입기 좋아요 싸게 잘 샀어요,5,1,3,2.2725563,2.4136112,긍정,일반감성형
좋은 브러쉬 저렴한 가격으로 잘산것같아요~!,5,1,3,0.6232463,1.6283468,긍정,일반감성형
마감이 좀...많이 아쉽네요,1,0,3,1.2076886,-2.431932,부정,일반감성형
살이 없고 싱싱하지 않습니다. 너무 실망했습니다. 제가 태안이 고향인데 이건 너무 심하다고 생각합니다.,1,0,0,0.78189796,-0.7739767,부정,제품후기형
배송은 15일 걸렸어요. 블루투스 연결은 잘되는데 안정성이 떨어져요. 듣다가 자꾸 소리가 들리다 말아요. 터치해서 정지조작하는 기능은 없느니만 못해요 오작동이 심합니다.,2,0,0,-0.06552597,-2.1939907,부정,제품후기형
원단도좋고 맘에들어요~,5,1,3,3.1769865,2.006793,긍정,일반감성형
너무 매트해서 입술이 터요 ~,2,0,0,0.122434855,0.6596203,부정,제품후기형
미끄러지지도 않고 잘사용하고 있어요ㅎㅎ,4,1,3,0.94746906,0.83830905,긍정,일반감성형
보시는 그대로,5,1,3,0.41410294,-0.56329244,긍정,일반감성형
박스가 다찢어져짐,2,0,3,-2.2945821,-2.0473142,부정,일반감성형
배송 포장 머같이 했네 돈주고 산 물건을 무슨 포장을 이따구로하는지 .. 걍 박스 에 물건 딸랑넣고 완충제도 없이 .. 제품이 플라스틱에 택배 이리저리 던졌는지 박스 쭈굴쭈굴 하고 다행히 안깨졌는데 새기라도해봐라.. 신고하려다 참는다,2,0,0,-0.8456863,-0.67740595,부정,제품후기형
유리병인줄 알았는데 PET네요~ ㅠ,2,0,3,-0.39359254,-2.4672983,부정,일반감성형
재구매 포장이 문제인건지 택배가 문제인건지 박스가 터져서 내용물이 먼지와 스티로폼가루로 뒤범벅,1,0,3,-0.55663866,-0.8340225,부정,일반감성형
지금 와서 입어봤는데 너무 짱짱하고 좋아요 전 에어리즘 했구요 맨날 브라탑 컵이 넘 붕뜨고 그랬는데ㅜㅜ 넘 좋아요 세탁해도 제발 이 상태 유지했음 좋겠네용 ^^,5,1,0,0.20484528,0.33157784,긍정,제품후기형
크기도 적당하고 정확한거같아요,5,1,3,1.6909266,0.44820687,긍정,일반감성형
저는 앞머리만 하려고 구입한 건데 제 머리카락이 워낙에 손상모여서 그런지 바로 녹아서 꼬부라지는 게 보여서 얼른 씻어냈어요ㅠ 그래도 아주 약간 1프로정도는 펴진 효과가 있긴해요 아주 약간.....,1,0,3,0.43648052,0.57070357,부정,일반감성형
사이즈별로 7개 주문했는데 전부 얼룩덜룩 부식되었어요.,2,0,0,-0.4628813,-0.1259494,부정,제품후기형
흠집이 잘 안지워지네요.,1,0,3,-2.8977394,-0.9350765,부정,일반감성형
저렴하게.잘 샀습니다 교체해서 잘쓰고있어요,5,1,0,1.9818769,2.0522573,긍정,제품후기형
이가격에? 마트에서 사는게 훨씬 싸고 신선할듯 사이즈도 엄청 작아요,2,0,3,1.795917,-1.6243936,부정,일반감성형
너무 푹신해요ㅜㅜ 푹신한거좋아하시면 좋을듯요,2,0,3,-2.0775597,1.9724543,부정,일반감성형
차량에 잡동사리 보관 할때는 최고인듯 합니다...또 구매 할꼐요~,5,1,0,-0.60564667,1.014909,긍정,제품후기형
아주 밝고 배송도 빠르네요,5,1,2,-0.18455468,3.4288912,긍정,배송중심
깔끔하고 예쁘네요 키 170에 몸집도 좀 있어서 제일 큰거했는데 조금 짱짱하네요 늘어나면 딱맞을듯합니다 잘산것 같아요,5,1,0,2.0230093,0.1372588,긍정,제품후기형
마음에 드는데 정말 배송기간 오래걸립니다. 판매자 연락도 쉽지 않고요.,1,0,3,3.2034965,1.1060029,부정,일반감성형
팔쪽이 너무딱 맞고 물이 엄청 빠지네요.두번째와 세번째 단추 사이가 벌어지는것도 흠 이구요.,2,0,3,1.9115177,-1.290176,부정,일반감성형
당뇨가 있어서 주무했어요맛은 고소하고 맛있어요,5,1,1,-1.7399899,0.45153758,긍정,식품카테고리
생각보다 너무 큽니다 착용감 은 무지 편합니다,2,0,3,1.9986211,0.18530397,부정,일반감성형
디자인은 너무 예쁜데 너무 얇고 오래사용할수같없네요..1달동안3개 사용..ㅡㅡ,5,1,0,0.9501686,0.39059404,긍정,제품후기형
쭈글쭈글. 돈 더주고 구입할껄. 그랬나 봅니다.,1,0,3,-0.7536256,-2.969453,부정,일반감성형
뚜겅이 잘 깨질듯요 ㅠ,4,1,3,-1.1020261,-1.7548519,긍정,일반감성형
손질도다되어있고 맛도있어서 좋아요. 대창에서 기름이많이나와 국물이 느끼할수도있어요.,5,1,3,-0.034582663,0.37685132,긍정,일반감성형
이어폰 유닛이 무겁고 음질이 생각보다 아쉽네요,2,0,3,1.1236582,-2.0080707,부정,일반감성형
차 꼬라지 보시라고요 차종 신형에쿠스 답변 주이소 진짜 성질나서 미치겠으니까,1,0,3,-0.41498932,-0.87757504,부정,일반감성형
그저그래요 코넣으면 제가 콧바람이 쎄서 그런지 튕겨나옴 ㅋㅋ,2,0,3,-0.53634834,-2.6674924,부정,일반감성형
재구매 튼튼하고 좋아요~ 어항 뚜껑으로 주문했어요~,4,1,0,0.5813904,0.8636016,긍정,제품후기형
제품설명이 부족하고 완성도도 많이 떨어집니다 아웃도어 제품으로 적당하지 않아 추천하지는 않습니다,2,0,3,0.48504183,0.09561808,부정,일반감성형
늘 쓰는 마스크팩이에요~ 내용물도 적당해서 가성비갑이네오~^^,5,1,3,-0.7295961,1.5773127,긍정,일반감성형
쓰임새가 좋아요. 좋은 공구입니다 ㅎㅎ,5,1,3,1.6003349,2.861597,긍정,일반감성형
뒤 보강되서 튼튼해요,5,1,3,1.0728878,0.31916183,긍정,일반감성형
제품 제대로 확인 안해주시나요 무너져서 다칠뻔 했습니다,1,0,0,-0.6690799,-0.3219301,부정,제품후기형
배송 빠르고 약이 작아서 좋네요,4,1,2,-0.18334542,3.3556616,긍정,배송중심
"폰 떨어뜨렸더니 액정 박살났어요ㅠㅠㅠ 절대 떨어뜨리지 않을 자신 있으신 분만 사세요,,,,",1,0,3,-0.40242517,-1.3783288,부정,일반감성형
가볍고 편하긴 한데 발볼 좁으신 분들이 신어야 편할것 같아요. 저는 발볼이 넓어 엄마를 드렸는데 엄마도 니트소재 신발이 익숙하지 않아서 가도보면 벗겨진다고 하시네요,2,0,3,1.3361655,1.3059028,부정,일반감성형
사용해봤는데 좋네요,5,1,3,2.8154032,2.5219505,긍정,일반감성형
세상 이렇게 어려운 필름은 처음 받아봅니다 제가 똥손이라 바로 실패했는데 앞으로는 구입안할거 같습니다 많이 파세요!,1,0,3,0.22270931,0.010762626,부정,일반감성형
생각보다 많이 좋아요. 추천합니다.,5,1,0,2.1543922,2.447846,긍정,제품후기형
엄마가 매우 만족하시네요~* 생각보다 품질이 좋아요 고글 투명도도 좋고요,5,1,3,-0.8573589,2.8322353,긍정,일반감성형
쿠션은 괞찬은데 로고잇는 부분 사이사이 가죽 다 벗겨지고 로고 오버로크도 여기저기 실밥 튀어 나온거도 다듬어 줘야되고,1,0,3,0.28826225,-1.1089284,부정,일반감성형
젓가락 포장 비닛이 별로긴 하네요,4,1,0,0.3163137,-2.3818154,긍정,제품후기형
남친옷 사면서 저도 입으려고 ㅋㅋ 샀는데 배송도 빠르고 ㅋㅋ 남친이 엄청 편하다고 좋아하네요 ㅋㅋㅋ 나중에 재구매 의사 있습니다^^,5,1,2,-2.2538295,2.3311808,긍정,배송중심
잘떨어져요. 네통삿는대. 하루에한번씩. 다썻어요 하루용인가봐요,2,0,3,0.7670558,-1.2016914,부정,일반감성형
이 매트리스를 어떻게든 쓰려고 이불도 깔아보고 별의별짓을 다했지만 허리아퍼서 못쓰겠네요. 진짜 너무 심각하게 푹신해서 고통스럽네요 그래서 요즘엔 이불깔고 바닥에서 잡니다. 매트리스는 모셔두고요 ㅎㅎ,1,0,3,1.9223514,0.42764202,부정,일반감성형
화면이랑 실제 색상이 너무 많이 차이나서 조금 아쉬워요ㅠㅠ,2,0,3,1.5453994,-1.7744557,부정,일반감성형
싼 값에 잘 샀네요~,5,1,3,2.2865396,2.3946693,긍정,일반감성형
겨울 다가오고 매트는 조금 차가운면이 있어서 구매 했는데 아이도 좋아하고 면도 좋아요~^^ 같이 보내주신 이벤트 상품도 아이가 너무 좋아합니다! 감사합니다~,5,1,0,-2.7669072,1.350782,긍정,제품후기형
"균형이 잘 안맞아서, 덜렁덜렁거린다고해야하나... 전문가가 설치한 북박이장하고는 차원이 다른 저렴한 장농느낌. 애들방 장농으로 ,아쉬운대로 쓰고있어요",1,0,0,2.3369641,-1.9466815,부정,제품후기형
귀여워요 밤에 기저귀 확인 시 수유등 대신으로도 가능,4,1,3,2.534038,0.48184645,긍정,일반감성형
매장에서 전시? 판매하던 제품인지 포장상태가 좋지 않았고 텐트안에 파랑색 끈이 들어가있네요 ㅋㅋ 뭐죠,1,0,3,-0.03973191,0.24496073,부정,일반감성형
스트레이트 고데기겸용이 더 편리하고 좋은듯 이건 손에 익지를않아 아직은 불편해요,2,0,3,0.7332613,-0.019638631,부정,일반감성형
가격이 너무 좋아서 샀어요,5,1,3,1.4550967,2.7415469,긍정,일반감성형
기대를 넘 했었나봐요. 시원하기보다 몸에 들러붙지 않아서 좋긴한데 두께감이 있어서 그다지 시원한걸 잘 모르겠어요,2,0,3,1.9083445,-0.103511356,부정,일반감성형
항상구매합니다.조아요,4,1,0,-0.41020924,1.6852251,긍정,제품후기형
방율토마토 엄청만족,5,1,3,0.11529191,0.49849957,긍정,일반감성형
세팅효과가 좋고 세척이 잘됩니다,4,1,3,3.1956775,-0.57311344,긍정,일반감성형
도트무늬 너무좋아해서 보자마자 주문햇어요ㅎ 택배받자마자 입어보고 세탁해서 담날입엇어요~일단 입은듯 안입은듯 너무 편하고 좋아요~~길이 끈조절 가능해서 좋구요~흰색도 구매할까 생각중입니다ㅎ,4,1,0,0.35141364,0.2905591,긍정,제품후기형
"4*6엽서말고 5*7 사이즈 엽서들이 많아서 정리하고자 구매했는데, 깔끔하게 들어가네요! 다만 더 긴 엽서들 넣으려고 중간부분 뜯을때 한면은 잘뜯어지는데 뒷면은 잘안뜯어지네요ㅜ 좀 지저분해졌어요",5,1,0,0.33612928,0.015549466,긍정,제품후기형
타임세일하길래 바로 샀어요! 집에서 원래 쓰고있는 제품인데 이참에 하나 더 구매!,5,1,0,-0.36610177,1.7680815,긍정,제품후기형
너무만족합니다 재주문하겠습니다,5,1,3,-1.0873996,1.8713641,긍정,일반감성형
"홑겹매트커버 추천안함 제가 홑겹매트커버와 누빔매트커버를 같이 샀습니다홑겹은 아주 맘에 안들고, 누빔커버는 맘에듬가격차이에 비해 성능차이 아주 많이 납니다 참고 하세요",2,0,3,0.19669923,0.46058482,부정,일반감성형
좋아요 좋아요 고급,5,1,3,1.6502779,2.894222,긍정,일반감성형
재구매 계속 시켜먹던 제품이예요,5,1,1,-1.8588966,0.6786796,긍정,식품카테고리
전에 실보다 조금 별로 인것 같습니다 .,1,0,3,0.4525279,-2.5144794,부정,일반감성형
포장도 이상하고 맛도 ㅜㅜ,1,0,3,-0.05274067,-0.99143124,부정,일반감성형
종아리 잘 잡아주고 다른 곳 마사지 용으로도 좋아요,5,1,3,2.7502651,0.40081713,긍정,일반감성형
매장에 번호키로 바꾸면서 구매했는데 저렴하거 좋아요 !!!,5,1,0,-0.14626855,1.3274028,긍정,제품후기형
배송도 빠르고 좋아요. 감사합니다.,5,1,2,-0.16042332,3.57236,긍정,배송중심
재구매 안녕하세요 잘받았어요..회사에서 종아요 품질좋구요 번창하세요,5,1,0,-1.2510829,2.6901958,긍정,제품후기형
아이가 넘 좋아해서 좋았어요^^,5,1,3,-3.0594041,1.3648497,긍정,일반감성형
재구매 1년간 매일 냉장고에 꼭!!!,5,1,3,-1.4339631,0.9944435,긍정,일반감성형
바삭바삭 담백해요 그러나 밥반찬하기에는 맛이 너무 담백합니다 그냥 간식으로 드시거나 짠 음식과 같이 드시는게 좋을 거 같아요 달콤 짭조름을 기대한 저로서는 많이 먹히지는 않네요;;포장은 고급스러워요,2,0,3,-1.4603906,-0.80344516,부정,일반감성형
방탄유리로 바꾼 폰은 멀쩡하고 안바꾼 폰은 액정이 나갓네요 ㅠ 다른곳에서 6900원 주고 더 비싸게 삿는데 여기서 빨리 사서 교체할걸 그랫어요 ㅠ후회중입니다 ㅠㅠ 깨진 위에 교체해도 되려나 모르겟어요,5,1,0,-0.038844377,-0.24294366,긍정,제품후기형
구수하고 맛있고 배송도 빠릅니다. 부지런히 먹고 또 주문할게요^^,5,1,2,-0.5699635,3.11241,긍정,배송중심
배송은 빠르지만 제품이 이렇게 찍힘이 있네요 사용하는데 큰 지장은 없어서 그냥 씁니다,2,0,2,0.19393487,0.28592843,부정,배송중심
케어존 분홍색 시켯는데 폼클렌징 안줌 ㅋㅋㅋ 사은품 기간이 끝났다함 하 ㅋ +1000원 주고 괜히 삿음 ㅋ 기본으로 살껄,2,0,3,-0.3944044,-0.3518978,부정,일반감성형
"향이 처음에만 강하고 지금은 거의 안나요, 다른제품으로 재구매했네요,",2,0,0,-1.3653933,0.8412501,부정,제품후기형
재구매 냉장압축상태라 신선함이 정말 좋았어요!! 쯔란을 어렵게 구해서 먹으니 정말 최고였네요!! 식구들 전부 좋아했어요^^ 스테이크시즈닝말고 쯔란을 주셔도 좋을거같네요^^,5,1,3,-0.69647634,0.75915986,긍정,일반감성형
가격대비 좋아요~!! 피아노 처음 배워보는건데 인강이랑 같이 들으려고 찾아보다가 구입했어요~~ 가격도 가장 저렴하고 88건반에 헤드셋도되고 딱 실속있는 기능들만 모아놨어요 소리도 크고 좋아요!!,5,1,3,1.720762,1.4083062,긍정,일반감성형
진짜 부들부들하고 넘젛아요,5,1,3,1.4228209,-1.8227036,긍정,일반감성형
마트에서 파는 냉면들과 별차이없음,2,0,3,0.18332012,-0.026573563,부정,일반감성형
보장 상태가 넘 안 좋네요 다른 물건 구매도 같이해서 먼저 받았는데 같은 사이트 맞나요 포장상태 일괄적으로 했으면 합니다,2,0,0,-0.26450813,0.42121136,부정,제품후기형
제가 생각했던 미러제품이 아니라 아쉬워용ㅜㅜ,1,0,0,0.8856974,-1.7198167,부정,제품후기형
좋아요ㅎㅎ쓸만해요,5,1,3,0.47037145,0.23001662,긍정,일반감성형
저렴해서 부담없이 한번쓰고버리기좋아요,5,1,3,0.93997234,-2.5433939,긍정,일반감성형
재구매 요청사항에 50CM 나눠서 배송해달라고 했는데 크기가 너무 어이없게 이상하게 맞춘다고 너무 열받았네요... 아니 똑바로 재단을 하기 힘든건 알겠는데 적어도 50cm / 1m 이런거는 맞게 해주셔야 하는거 아닌가요 눈감고 재단을 했는지....,1,0,0,0.08964848,-0.96527296,부정,제품후기형
AS 센터 보냈습니다. 왼쪽 이어폰 방전문제로요. 조치 기다리고 있습니다 ~,1,0,3,-0.8321474,-0.54178095,부정,일반감성형
빨간색 2개 검은색 6개 인가 샀는데 몇개 빼고 대다수 펜이 잘 안나와요..,2,0,3,0.71128625,-0.30586246,부정,일반감성형
진짜...먼지와 기름으로 뒤덮인 아령이었어요...하나하나 닦아서 조립해야하며....집게가 아닌 돌리는걸로 마무리를 해야해서 불편합니다...저렴하니 씁니다...,2,0,0,0.413226,-0.322026,부정,제품후기형
제품 접착력 상당히 떨어지네요. 시공 후 하루 지나 수축과 들뜸으로 다시 다 떼어냈습니다. 차량용이라고 하기에 상품성이 상당히 떨어집니다.,1,0,3,0.8657626,-1.238776,부정,일반감성형
양쪽 지퍼 끝자락 마감이 너저분하네요. 상세정보에 없는 부분같은데. 귀찬아 그냥 씁니다.,2,0,3,0.086350486,-0.5229025,부정,일반감성형
누가 이걸 파지라 할까요~너무 좋아요. 옆친구도 한봉지 줬습니다~,5,1,0,0.16039445,1.4834989,긍정,제품후기형
컴퓨터 앞에 놓고 쓰니 딱 좋네요.,4,1,3,-0.123409435,1.1860787,긍정,일반감성형
마음에 들어요. 레이어드 해서 착용하기 좋네용,5,1,0,3.2626703,1.2666714,긍정,제품후기형
불량이라도 반품안된다고 앞날만 교체해준다길래 새제품교환을 해달라해서 새로받았는데 앞날만 교체를했는지 기름이흘러있네요 불량이면 전체교환 당연한거아닐까요,2,0,0,-0.08380571,-0.387777,부정,제품후기형
핀셋을 모르고 안사서 쓸수가 없는데 그냥보기에도 모가 엄청 가늠,1,0,3,1.0526512,0.12604728,부정,일반감성형
블라인드 기능은 좋으나 포토리뷰 등록 후 2000포인트를 준다면서 [평점을 5점/비방글 제외]를 유도하는 행태가 엉망이다 진정 제품에 자신이 있다면 저런 쓸데없는 짓은 하지 말기를,1,0,0,0.08342502,0.05221426,부정,제품후기형
배송차오가 잇어서 이불과 패드시켯는데 오라는 패드는 안오고 베개커퍼가 왔네요 바로 교환도 안해주시고 몇일째 기다리고 연락도 안됩니다 참다참다 짜증나네요,1,0,3,-0.7357692,-0.9466649,부정,일반감성형
너무 잡내가 심했어요 ㅠㅠ 다른건 다 맛있었는데 이건 비추해요,1,0,1,2.7894921,0.35563475,부정,식품카테고리
상품배송이 빨랐습니다. 배송 전 상품명 변경 연락도 미리 주셔서 감사했습니다! 감사합니다:),5,1,3,-1.3703953,2.302372,긍정,일반감성형
손잡이가 부러져서 아쉬웠어요,2,0,3,1.0735635,-2.3434093,부정,일반감성형
소파 밑에 고정대 하나가 파손 되어 왔네요,1,0,3,-1.2294586,-0.918975,부정,일반감성형
깔끔하고 예뻐요 근데 푹신한건 모르겠어요 아직,4,1,3,2.8024707,0.49167272,긍정,일반감성형
맘에 들어요. 추가 구매할거에요,5,1,0,-0.62926584,2.379055,긍정,제품후기형
이거 구항 포트는 충전이 되고 c타입 최신 충전기 포트는 충전이 안되요... 가격대비 성능이 그냥 그래요,2,0,3,-0.43417078,-2.3179562,부정,일반감성형
생각보다 틸트가 넘 약합니다. 27인치 6kg 모니터 달았는데 틸트가 무게를 못견디고 훅 꺼지네요. 나사를 최대로 조여서 틸트가 못움직이게 고정이 되도록 되어 있지도 않아요.,2,0,3,0.44768956,-0.6395021,부정,일반감성형
배송도 진짜 오래기다렸는데 뷰러 왜케 안들어요 바짝 집어지지도않고 속눈썹 다 빠지고 시세이도만 십년넘게 썼는데 이거 시세이도 뷰러가 맞나싶네요,1,0,3,2.2261891,-1.0115225,부정,일반감성형
피부 자극 있음 따가움,1,0,3,1.6972721,-0.5287956,부정,일반감성형
물러터진게 너무 많고 싱싱도가 너무 떨어지네요. 아기가 잘먹어서 산건데.. 어른이 먹어야할듯요 다신 안사죠,2,0,1,-1.9840616,-0.5632823,부정,식품카테고리
너무 저가형 제품 티남 에지 스트리밍 저품질 배송도 늦고 컨텍센터 응대도 별로,1,0,3,-1.5240772,-1.7784512,부정,일반감성형
ㅇ쇼ㅏㅏㅌㅍ ㄴㅌ허ㅒㅇ요ㅑㅐ9ㅁㄴ로ㅑㅕㅇㄴㅇ하ㅐㅕㄴㅌ처ㅐㄱㅇ처ㅑㅇㅇ혀ㅑㄱㄴㅋ튜ㅓ6ㄱㅇ츄ㅕㄲ오ㅑ7ㄱㅇㅌ퍼8ㅅㄱ,2,0,3,0.36695015,-1.4914621,부정,일반감성형
고데기 잘되고 좋아요,5,1,3,1.103953,0.3537894,긍정,일반감성형
재구매 지퍼가 잘 안올라와요,1,0,3,-1.2054958,0.7833865,부정,일반감성형
좋아요 좋습니다 쓸만합니다. 가격도 저렴하네요많이 샀어요 감사합니다. 다음에 또 주문할께요 감사합니다. 감사합니다.,5,1,0,0.027861368,1.6235409,긍정,제품후기형
조금 맵다고 해서 5세는 사용안하고 8세만 쓰고 있어요,5,1,0,-0.018035617,1.3595742,긍정,제품후기형
"5mm검정아크릴을 주문,배송받았는데 아크릴판이 휘어져있습니다. 크기도 작은데 휘어져 있으면 어떡하나요? 이 가게에서 주문한 걸 후회합니다.",1,0,0,-0.04790283,0.04113368,부정,제품후기형
싸고 배송도 빠르네요. 전에 먹었던 맛있는 초컬릿사려고 모양비슷한걸로 찾은건데 제가 찾는 그맛은 아니네요. 통에 넣어놓으니 남편과 딸아이가 한개씩 꺼내먹네요,4,1,1,-1.6762891,0.7740132,긍정,식품카테고리
너무 낮아서 밑에 곁대어서 쓰고 있습니다,2,0,3,-0.15052027,1.6052129,부정,일반감성형
싸게잘삿어요 중간분리되서씻기편해요,5,1,3,0.8350774,0.20901391,긍정,일반감성형
외출용으로 신기에 좋은거 같아요..다른곳에서 구매해서 마니 실패했는데. 만족합니다..연살색 구매했는데 커피색 하나 더 구입하려구요..,5,1,0,-0.3047763,1.0072026,긍정,제품후기형
그냥 알콜 물티슈네요 비싸요,2,0,3,-0.05129782,0.070686944,부정,일반감성형
민감성 피부에 안 좋습니다. 민감하신 분들은 다른 제품 찾아보세영,1,0,3,1.3981993,-0.4544145,부정,일반감성형
여러 종류 견과류를 값싸게 제공해줘서 좋습니다.,4,1,3,0.9686369,2.061839,긍정,일반감성형
배송도빠르고 싸고 가볍고 막쓰기 좋아요,5,1,2,1.7107795,3.1929834,긍정,배송중심
덧버선은 크기가 작고 중버섯은 괜찮아요,2,0,3,1.2867858,0.56818265,부정,일반감성형
별로입니다 ㅋㅋ 싸서 다른거 같이 살 때한 번 사봤는데 ㅋㅋㅋ다시는 안 살래요!냄새도 별로고 ㅋㅋㅋ린스만도 못 합니다 ㅠㅠㅠ,2,0,3,0.2875194,-2.4625242,부정,일반감성형
많은 양이라 한꺼번에 사용 못하고 일부는 냉장고에 보관하고 나머지는 창고에 시원하게 보관했는데 썩어서 난감하니 저장으로는 부적합합니다,2,0,0,-0.04833787,0.29521447,부정,제품후기형
늘 먹던거라 믿고 가격이 너무 좋아서 구매했어요,1,0,0,-0.38301435,1.5492444,부정,제품후기형
계속쓰고있는제품이에요 최고 촉촉해요,5,1,3,-1.5265745,1.8909795,긍정,일반감성형
싼가격에 정말 좋은 슬리퍼 샀습니당,5,1,3,0.29932126,1.204944,긍정,일반감성형
맛있게 잘먹었어요. 다음에도 또 이용할께요,5,1,1,-1.8105878,0.62397367,긍정,식품카테고리
맛이 별로ㅠㅜ아쉽네요,2,0,3,1.030443,-2.5883377,부정,일반감성형
너무저렴해서인가요.. 오래는 못쓸거같아요,2,0,3,0.82333,0.1889342,부정,일반감성형
마스크 사재기 등등 양심껏 판매해주셔서 감사합니다. 재구매하고 싶습니다.,5,1,3,-0.48885405,0.45425963,긍정,일반감성형
멋진 프로포즈 햇어요.,5,1,0,2.0229955,1.5692624,긍정,제품후기형
"휴대용으로 너무 클까봐, 약을 넣기엔 안이 작을까봐 걱정했는데, 완전 딱이네요 ㅎ 색도 예뻐요~",5,1,3,1.6589814,0.10252511,긍정,일반감성형
이거 완전 편해서 좋아요,5,1,3,2.3252301,1.8799106,긍정,일반감성형
